id,title,year,ratings,votes,length,genres,formatted_title,formatted_length
tt1156398,Zombieland (2009),2009,7.8,117535,88 mins.,Action|Adventure|Comedy|Horror,Zombieland,88
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",2005,6.9,115936,143 mins.,Adventure|Family|Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143
tt0332280,The Notebook (2004),2004,8.0,115207,123 mins.,Drama|Romance,The Notebook,123
tt0381849,3:10 to Yuma (2007),2007,7.9,113802,122 mins.,Action|Crime|Drama|Western,3:10 to Yuma,122
tt0348150,Superman Returns (2006),2006,6.5,112828,154 mins.,Action|Adventure|Fantasy|Sci-Fi,Superman Returns,154
tt0443706,Zodiac (2007),2007,7.8,111954,157 mins.,Crime|Drama|History|Mystery|Thriller,Zodiac,157
tt0443543,The Illusionist (2006),2006,7.7,110997,110 mins.,Drama|Mystery|Romance|Thriller,The Illusionist,110
tt0079470,Life of Brian (1979),1979,8.2,110534,94 mins.,Biography|Comedy,Life of Brian,94
tt0887912,The Hurt Locker (2008),2008,7.8,110329,131 mins.,Drama|Thriller|War,The Hurt Locker,131
tt0217869,Unbreakable (2000),2000,7.3,109548,106 mins.,Drama|Mystery|Thriller,Unbreakable,106
tt0396269,Wedding Crashers (2005),2005,7.1,109158,119 mins.,Comedy|Romance,Wedding Crashers,119
tt0830515,Quantum of Solace (2008),2008,6.8,109074,106 mins.,Action|Adventure|Thriller,Quantum of Solace,106
tt0395169,Hotel Rwanda (2004),2004,8.3,109022,121 mins.,Biography|Drama|History|Thriller|War,Hotel Rwanda,121
tt0129387,There's Something About Mary (1998),1998,7.2,108657,119 mins.,Comedy|Romance,There's Something About Mary,119
tt0449467,Babel (2006),2006,7.6,108290,143 mins.,Drama,Babel,143
tt0425210,Lucky Number Slevin (2006),2006,7.8,106780,110 mins.,Crime|Drama|Mystery|Thriller,Lucky Number Slevin,110
tt0053125,North by Northwest (1959),1959,8.6,106359,131 mins.,Adventure|Drama|Mystery|Romance|Thriller,North by Northwest,131
tt0109686,Dumb & Dumber (1994),1994,7.2,106075,107 mins.,Comedy|Family,Dumb & Dumber,107
tt0052357,Vertigo (1958),1958,8.5,105551,128 mins.,Crime|Mystery|Romance|Thriller,Vertigo,128
tt0120663,Eyes Wide Shut (1999),1999,7.2,105202,159 mins.,Drama|Mystery|Thriller,Eyes Wide Shut,159
tt0092005,Stand by Me (1986),1986,8.2,104758,89 mins.,Adventure|Drama,Stand by Me,89
tt0181875,Almost Famous (2000),2000,8.0,104403,122 mins.,Drama|Music,Almost Famous,122
tt0081398,Raging Bull (1980),1980,8.4,104370,129 mins.,Biography|Drama|Sport,Raging Bull,129
tt1022603,(500) Days of Summer (2009),2009,8.0,103585,95 mins.,Comedy|Drama|Romance,(500) Days of Summer,95
tt0238380,Equilibrium (2002),2002,7.7,102608,107 mins.,Action|Drama|Sci-Fi|Thriller,Equilibrium,107
tt1190080,2012 (2009),2009,5.8,101822,158 mins.,Action|Adventure|Drama|Sci-Fi|Thriller,2012,158
tt1504320,The King's Speech (2010),2010,8.3,101232,118 mins.,Biography|Drama|History,The King's Speech,118
tt0458525,X-Men Origins: Wolverine (2009),2009,6.7,100951,107 mins.,Action|Adventure|Sci-Fi|Thriller,X-Men Origins: Wolverine,107
tt0486655,Stardust (2007),2007,7.9,100490,127 mins.,Adventure|Comedy|Family|Fantasy,Stardust,127
tt0259711,Vanilla Sky (2001),2001,6.9,100254,136 mins.,Mystery|Romance|Sci-Fi|Thriller,Vanilla Sky,136
tt0338751,The Aviator (2004),2004,7.5,99861,170 mins.,Biography|Drama,The Aviator,170
tt0112864,Die Hard: With a Vengeance (1995),1995,7.5,99565,131 mins.,Action|Crime|Thriller,Die Hard: With a Vengeance,131
tt0117060,Mission: Impossible (1996),1996,6.9,98777,110 mins.,Action|Adventure|Thriller,Mission: Impossible,110
tt0185937,The Blair Witch Project (1999),1999,6.3,98440,81 mins.,Horror|Mystery,The Blair Witch Project,81
tt0417741,Harry Potter and the Half-Blood Prince (2009),2009,7.3,98091,153 mins.,Adventure|Family|Fantasy|Mystery,Harry Potter and the Half-Blood Prince,153
tt0139654,Training Day (2001),2001,7.6,97812,122 mins.,Crime|Drama|Thriller,Training Day,122
tt0109445,Clerks. (1994),1994,7.9,97639,92 mins.,Comedy,Clerks.,92
tt0087332,Ghost Busters (1984),1984,7.8,97135,105 mins.,Comedy|Fantasy,Ghost Busters,105
tt0094226,The Untouchables (1987),1987,8.0,97015,119 mins.,Biography|Crime|Drama|History|Thriller,The Untouchables,119
tt0335345,The Passion of the Christ (2004),2004,7.1,96830,127 mins.,Drama,The Passion of the Christ,127
tt0454921,The Pursuit of Happyness (2006),2006,7.8,96555,117 mins.,Biography|Drama,The Pursuit of Happyness,117
tt0112384,Apollo 13 (1995),1995,7.5,96337,140 mins.,Adventure|Drama|History,Apollo 13,140
tt0257044,Road to Perdition (2002),2002,7.8,96218,117 mins.,Adventure|Crime|Drama|Thriller,Road to Perdition,117
tt0120755,Mission: Impossible II (2000),2000,5.8,95903,123 mins.,Action|Adventure|Thriller,Mission: Impossible II,123
tt0093773,Predator (1987),1987,7.8,104828,107 mins.,Action|Adventure|Sci-Fi|Thriller,Predator,107
tt0096874,Back to the Future Part II (1989),1989,7.5,104730,108 mins.,Adventure|Comedy|Family|Sci-Fi,Back to the Future Part II,108
tt1228705,Iron Man 2 (2010),2010,7.1,104377,124 mins.,Action|Adventure|Sci-Fi,Iron Man 2,124
tt0349903,Ocean's Twelve (2004),2004,6.1,104002,125 mins.,Crime|Thriller,Ocean's Twelve,125
tt0119822,As Good as It Gets (1997),1997,7.8,103153,139 mins.,Comedy|Drama|Romance,As Good as It Gets,139
tt0333766,Garden State (2004),2004,7.8,102364,102 mins.,Comedy|Drama|Romance,Garden State,102
tt0077416,The Deer Hunter (1978),1978,8.2,101624,182 mins.,Drama|War,The Deer Hunter,182
tt0097165,Dead Poets Society (1989),1989,7.8,101073,128 mins.,Drama,Dead Poets Society,128
tt0212338,Meet the Parents (2000),2000,7.0,100708,108 mins.,Comedy|Romance,Meet the Parents,108
tt0454848,Inside Man (2006),2006,7.7,100328,129 mins.,Crime|Drama|Thriller,Inside Man,129
tt0230600,The Others (2001),2001,7.8,100246,101 mins.,Drama|Mystery|Thriller,The Others,101
tt0368447,The Village (2004),2004,6.5,99691,108 mins.,Drama|Mystery|Thriller,The Village,108
tt0363163,Downfall (2004),2004,8.4,98859,156 mins.,Biography|Drama|History|War,Downfall,156
tt0099785,Home Alone (1990),1990,7.1,98605,103 mins.,Adventure|Comedy|Family,Home Alone,103
tt0144117,The Boondock Saints (1999),1999,7.8,98421,108 mins.,Action|Crime|Drama|Thriller,The Boondock Saints,108
tt0298130,The Ring (2002),2002,7.2,97915,115 mins.,Horror|Mystery|Thriller,The Ring,115
tt0399201,The Island (2005),2005,6.9,97652,136 mins.,Action|Sci-Fi|Thriller,The Island,136
tt0368891,National Treasure (2004),2004,6.8,97620,131 mins.,Action|Adventure|Mystery|Thriller,National Treasure,131
tt0800080,The Incredible Hulk (2008),2008,7.0,97038,112 mins.,Action|Sci-Fi|Thriller,The Incredible Hulk,112
tt0099674,The Godfather: Part III (1990),1990,7.6,96903,162 mins.,Crime|Drama|Mystery|Thriller,The Godfather: Part III,162
tt0308644,Finding Neverland (2004),2004,7.9,96771,106 mins.,Biography|Drama|Family,Finding Neverland,106
tt0472043,Apocalypto (2006),2006,7.8,96367,139 mins.,Action|Adventure|Drama,Apocalypto,139
tt0120201,Starship Troopers (1997),1997,7.1,96229,129 mins.,Action|Adventure|Sci-Fi|Thriller,Starship Troopers,129
tt0362227,The Terminal (2004),2004,7.2,95916,128 mins.,Comedy|Drama|Romance,The Terminal,128
tt0320661,Kingdom of Heaven (2005),2005,7.1,95610,144 mins.,Action|Adventure|History,Kingdom of Heaven,144
tt0084787,The Thing (1982),1982,8.2,95586,109 mins.,Horror|Mystery|Sci-Fi,The Thing,109
tt1014759,Alice in Wonderland (2010),2010,6.6,95078,108 mins.,Adventure|Family|Fantasy,Alice in Wonderland,108
tt0399295,Lord of War (2005),2005,7.7,94466,122 mins.,Crime|Drama|Thriller,Lord of War,122
tt0910936,Pineapple Express (2008),2008,7.1,94157,111 mins.,Action|Comedy|Crime,Pineapple Express,111
tt0120669,Fear and Loathing in Las Vegas (1998),1998,7.6,93675,118 mins.,Adventure|Drama,Fear and Loathing in Las Vegas,118
tt0181865,Traffic (2000),2000,7.8,93353,147 mins.,Crime|Drama|Thriller,Traffic,147
tt0389860,Click (2006),2006,6.6,92725,107 mins.,Comedy|Drama|Fantasy|Romance,Click,107
tt0462499,Rambo (2008),2008,7.2,92430,92 mins.,Action|Thriller|War,Rambo,92
tt0099088,Back to the Future Part III (1990),1990,7.2,92252,118 mins.,Adventure|Comedy|Family|Sci-Fi|Western,Back to the Future Part III,118
tt0800039,Forgetting Sarah Marshall (2008),2008,7.4,92013,111 mins.,Comedy|Drama|Music|Romance,Forgetting Sarah Marshall,111
tt0110148,Interview with the Vampire: The Vampire Chronicles (1994),1994,7.5,91729,123 mins.,Drama|Fantasy,Interview with the Vampire: The Vampire Chronicles,123
tt1152836,Public Enemies (2009),2009,7.0,91614,140 mins.,Biography|Crime|Drama|History,Public Enemies,140
tt0408306,Munich (2005),2005,7.7,91407,164 mins.,Drama|History|Thriller,Munich,164
tt0268380,Ice Age (2002),2002,7.5,91256,81 mins.,Animation|Adventure|Comedy|Family,Ice Age,81
tt0099423,Die Hard 2 (1990),1990,7.0,90999,124 mins.,Action|Crime|Thriller,Die Hard 2,124
tt0299658,Chicago (2002),2002,7.2,90899,113 mins.,Comedy|Crime|Drama|Musical,Chicago,113
tt0118971,The Devil's Advocate (1997),1997,7.3,90823,144 mins.,Drama|Mystery|Thriller,The Devil's Advocate,144
tt1259571,New Moon (2009),2009,4.5,90457,130 mins.,Adventure|Drama|Fantasy|Romance,New Moon,130
tt0399146,A History of Violence (2005),2005,7.6,90245,96 mins.,Action|Crime|Drama|Mystery|Thriller,A History of Violence,96
tt0091042,Ferris Bueller's Day Off (1986),1986,7.9,90110,103 mins.,Comedy|Drama,Ferris Bueller's Day Off,103
tt0151804,Office Space (1999),1999,7.9,89927,89 mins.,Comedy|Crime,Office Space,89
tt0064116,Once Upon a Time in the West (1968),1968,8.8,89764,175 mins.,Western,Once Upon a Time in the West,175
tt0328107,Man on Fire (2004),2004,7.7,89631,146 mins.,Action|Crime|Drama|Thriller,Man on Fire,146
tt0187393,The Patriot (2000),2000,6.9,89574,165 mins.,Action|Drama|War,The Patriot,165
tt0103776,Batman Returns (1992),1992,6.9,89226,126 mins.,Action|Crime|Fantasy|Thriller,Batman Returns,126
tt0358273,Walk the Line (2005),2005,7.9,95413,136 mins.,Biography|Drama|Music|Romance,Walk the Line,136
tt0111257,Speed (1994),1994,7.2,95007,116 mins.,Action|Crime|Drama|Thriller,Speed,116
tt0119396,Jackie Brown (1997),1997,7.6,94454,154 mins.,Crime|Drama|Thriller,Jackie Brown,154
tt0056592,To Kill a Mockingbird (1962),1962,8.5,93918,129 mins.,Crime|Drama|Mystery,To Kill a Mockingbird,129
tt0441773,Kung Fu Panda (2008),2008,7.7,93481,90 mins.,Animation|Action|Adventure|Comedy|Family,Kung Fu Panda,90
tt0360486,Constantine (2005),2005,6.7,92782,121 mins.,Drama|Fantasy|Mystery,Constantine,121
tt0116367,From Dusk Till Dawn (1996),1996,7.1,92619,108 mins.,Action|Crime|Horror|Thriller,From Dusk Till Dawn,108
tt0405094,The Lives of Others (2006),2006,8.5,92399,137 mins.,Drama|Thriller,The Lives of Others,137
tt0107688,The Nightmare Before Christmas (1993),1993,8.0,92077,76 mins.,Animation|Family|Fantasy|Musical,The Nightmare Before Christmas,76
tt0118688,Batman & Robin (1997),1997,3.5,91875,125 mins.,Action|Crime|Fantasy|Sci-Fi,Batman & Robin,125
tt0317740,The Italian Job (2003),2003,6.9,91664,111 mins.,Action|Crime|Thriller,The Italian Job,111
tt0462322,Grindhouse (2007),2007,7.8,91454,191 mins.,Action|Horror|Thriller,Grindhouse,191
tt0265666,The Royal Tenenbaums (2001),2001,7.6,91267,110 mins.,Comedy|Drama,The Royal Tenenbaums,110
tt0092099,Top Gun (1986),1986,6.6,91107,110 mins.,Action|Drama|Romance,Top Gun,110
tt0884328,The Mist (2007),2007,7.4,90987,126 mins.,Horror|Sci-Fi|Thriller,The Mist,126
tt0071315,Chinatown (1974),1974,8.4,90831,130 mins.,Crime|Drama|Mystery|Thriller,Chinatown,130
tt0357413,Anchorman: The Legend of Ron Burgundy (2004),2004,7.0,90758,94 mins.,Comedy|Romance,Anchorman: The Legend of Ron Burgundy,94
tt0061722,The Graduate (1967),1967,8.2,90251,106 mins.,Comedy|Drama|Romance,The Graduate,106
tt1028528,Death Proof (2007),2007,7.2,90156,113 mins.,Action|Crime|Thriller,Death Proof,113
tt0496806,Ocean's Thirteen (2007),2007,6.9,90003,122 mins.,Crime|Thriller,Ocean's Thirteen,122
tt0111503,True Lies (1994),1994,7.2,89802,141 mins.,Action|Thriller,True Lies,141
tt0926084,Harry Potter and the Deathly Hallows: Part 1 (2010),2010,7.6,89763,146 mins.,Adventure|Drama|Fantasy|Mystery,Harry Potter and the Deathly Hallows: Part 1,146
tt0056172,Lawrence of Arabia (1962),1962,8.5,89628,216 mins.,Adventure|Biography|Drama|History|War,Lawrence of Arabia,216
tt0110475,The Mask (1994),1994,6.7,89415,101 mins.,Action|Comedy|Crime|Fantasy|Romance,The Mask,101
tt0145660,Austin Powers: The Spy Who Shagged Me (1999),1999,6.6,89111,95 mins.,Action|Adventure|Comedy|Crime,Austin Powers: The Spy Who Shagged Me,95
tt0119567,The Lost World: Jurassic Park (1997),1997,6.1,88918,129 mins.,Action|Adventure|Sci-Fi|Thriller,The Lost World: Jurassic Park,129
tt0116695,Jerry Maguire (1996),1996,7.3,88590,139 mins.,Comedy|Drama|Romance|Sport,Jerry Maguire,139
tt0103644,Alien\xb3 (1992),1992,6.3,87922,114 mins.,Action|Sci-Fi|Thriller,Alien\xb3,114
tt0414993,The Fountain (2006),2006,7.4,87608,96 mins.,Drama|Romance|Sci-Fi,The Fountain,96
tt0783233,Atonement (2007),2007,7.8,87231,123 mins.,Drama|Mystery|Romance|War,Atonement,123
tt0448134,Sunshine (2007),2007,7.3,86967,107 mins.,Adventure|Sci-Fi|Thriller,Sunshine,107
tt1193138,Up in the Air (2009),2009,7.7,86763,109 mins.,Drama|Romance,Up in the Air,109
tt0130827,Run Lola Run (1998),1998,8.0,86371,81 mins.,Crime|Thriller,Run Lola Run,81
tt0116996,Mars Attacks! (1996),1996,6.3,86177,106 mins.,Action|Comedy|Fantasy|Sci-Fi|Thriller,Mars Attacks!,106
tt0374900,Napoleon Dynamite (2004),2004,6.8,85644,82 mins.,Comedy|Drama|Romance,Napoleon Dynamite,82
tt0363547,Dawn of the Dead (2004),2004,7.4,85331,101 mins.,Action|Drama|Horror|Thriller,Dawn of the Dead,101
tt0187078,Gone in Sixty Seconds (2000),2000,6.1,85162,118 mins.,Action|Crime|Thriller,Gone in Sixty Seconds,118
tt0450385,1408 (2007),2007,6.9,84811,104 mins.,Horror|Thriller,1408,104
tt0420223,Stranger Than Fiction (2006),2006,7.8,84494,113 mins.,Comedy|Drama|Fantasy|Romance,Stranger Than Fiction,113
tt0317919,Mission: Impossible III (2006),2006,6.8,84341,126 mins.,Action|Adventure|Thriller,Mission: Impossible III,126
tt0232500,The Fast and the Furious (2001),2001,6.1,84070,106 mins.,Action|Crime|Thriller,The Fast and the Furious,106
tt0120667,Fantastic Four (2005),2005,5.7,83590,106 mins.,Action|Adventure|Fantasy|Sci-Fi,Fantastic Four,106
tt0119177,Gattaca (1997),1997,7.8,83513,106 mins.,Drama|Romance|Sci-Fi|Thriller,Gattaca,106
tt0088846,Brazil (1985),1985,8.0,83381,132 mins.,Drama|Fantasy|Sci-Fi,Brazil,132
tt0479884,Crank (2006),2006,7.1,83034,88 mins.,Action|Crime|Drama|Thriller,Crank,88
tt0118884,Contact (1997),1997,7.4,82866,150 mins.,Drama|Mystery|Sci-Fi|Thriller,Contact,150
tt0290002,Meet the Fockers (2004),2004,6.4,82586,115 mins.,Comedy|Romance,Meet the Fockers,115
tt0949731,The Happening (2008),2008,5.1,82463,91 mins.,Sci-Fi|Thriller,The Happening,91
tt0108399,True Romance (1993),1993,7.9,82133,120 mins.,Crime|Romance|Thriller,True Romance,120
tt0221027,Blow (2001),2001,7.4,81943,124 mins.,Biography|Crime|Drama,Blow,124
tt0315733,21 Grams (2003),2003,7.8,88810,124 mins.,Crime|Drama|Thriller,21 Grams,124
tt0118880,Con Air (1997),1997,6.6,87959,115 mins.,Action|Crime|Thriller,Con Air,115
tt0119174,The Game (1997),1997,7.7,87638,129 mins.,Drama|Mystery|Thriller,The Game,129
tt0158983,South Park: Bigger Longer & Uncut (1999),1999,7.8,87474,81 mins.,Animation|Action|Comedy|Musical|War,South Park: Bigger Longer & Uncut,81
tt0101414,Beauty and the Beast (1991),1991,8.0,87183,84 mins.,Animation|Family|Fantasy|Musical|Romance,Beauty and the Beast,84
tt0432348,Saw II (2005),2005,6.7,86825,93 mins.,Horror|Thriller,Saw II,93
tt1320253,The Expendables (2010),2010,6.6,86710,103 mins.,Action|Adventure|Thriller,The Expendables,103
tt0138097,Shakespeare in Love (1998),1998,7.3,86303,123 mins.,Comedy|Drama|Romance,Shakespeare in Love,123
tt0112462,Batman Forever (1995),1995,5.4,86053,121 mins.,Action|Crime|Fantasy|Thriller,Batman Forever,121
tt0087843,Once Upon a Time in America (1984),1984,8.4,85533,229 mins.,Crime|Drama,Once Upon a Time in America,229
tt0446029,Scott Pilgrim vs. the World (2010),2010,7.7,85272,112 mins.,Action|Comedy|Fantasy|Romance,Scott Pilgrim vs. the World,112
tt0892769,How to Train Your Dragon (2010),2010,8.2,85070,98 mins.,Animation|Adventure|Comedy|Drama|Family|Fantasy,How to Train Your Dragon,98
tt0212985,Hannibal (2001),2001,6.5,84779,131 mins.,Crime|Drama|Thriller,Hannibal,131
tt0109707,Ed Wood (1994),1994,8.0,84382,127 mins.,Biography|Comedy|Drama,Ed Wood,127
tt0765443,Eastern Promises (2007),2007,7.8,84191,100 mins.,Crime|Drama|Mystery|Thriller,Eastern Promises,100
tt0486822,Disturbia (2007),2007,7.0,83875,105 mins.,Drama|Thriller,Disturbia,105
tt0489099,Jumper (2008),2008,5.8,83565,88 mins.,Action|Adventure|Sci-Fi|Thriller,Jumper,88
tt0361862,The Machinist (2004),2004,7.8,83430,101 mins.,Drama|Mystery|Thriller,The Machinist,101
tt0317219,Cars (2006),2006,7.4,83332,117 mins.,Animation|Adventure|Comedy|Family|Sport,Cars,117
tt0118655,Austin Powers: International Man of Mystery (1997),1997,7.1,82994,94 mins.,Action|Adventure|Comedy|Crime,Austin Powers: International Man of Mystery,94
tt0299977,Hero (2002),2002,8.0,82735,99 mins.,Action|Adventure,Hero,99
tt0120804,Resident Evil (2002),2002,6.4,82506,100 mins.,Action|Adventure|Horror|Sci-Fi|Thriller,Resident Evil,100
tt0463854,28 Weeks Later (2007),2007,7.0,82208,100 mins.,Horror|Thriller,28 Weeks Later,100
tt0103639,Aladdin (1992),1992,7.9,82099,90 mins.,Animation|Adventure|Family|Fantasy|Musical|Romance,Aladdin,90
tt0133152,Planet of the Apes (2001),2001,5.5,81731,119 mins.,Action|Adventure|Sci-Fi|Thriller,Planet of the Apes,119
tt0110632,Natural Born Killers (1994),1994,7.1,81657,118 mins.,Crime|Drama|Romance|Thriller,Natural Born Killers,118
tt0100802,Total Recall (1990),1990,7.4,81497,113 mins.,Action|Adventure|Sci-Fi|Thriller,Total Recall,113
tt0376541,Closer (2004),2004,7.4,81087,104 mins.,Drama|Romance,Closer,104
tt0120912,Men in Black II (2002),2002,5.7,80371,88 mins.,Action|Comedy|Sci-Fi,Men in Black II,88
tt1068680,Yes Man (2008),2008,7.0,80257,104 mins.,Comedy|Romance,Yes Man,104
tt0458352,The Devil Wears Prada (2006),2006,6.7,80211,109 mins.,Comedy|Drama|Romance,The Devil Wears Prada,109
tt0286716,Hulk (2003),2003,5.7,79942,138 mins.,Action|Sci-Fi,Hulk,138
tt0824747,Changeling (2008),2008,8.0,79907,141 mins.,Drama|Mystery|Thriller,Changeling,141
tt0088847,The Breakfast Club (1985),1985,7.9,79633,97 mins.,Comedy|Drama,The Breakfast Club,97
tt1182345,Moon (2009),2009,8.0,79187,97 mins.,Drama|Sci-Fi,Moon,97
tt0196229,Zoolander (2001),2001,6.4,79059,89 mins.,Comedy,Zoolander,89
tt1542344,127 Hours (2010),2010,7.9,79001,94 mins.,Adventure|Drama|Thriller,127 Hours,94
tt0118749,Boogie Nights (1997),1997,7.9,78470,155 mins.,Drama,Boogie Nights,155
tt0167190,Hellboy (2004),2004,6.8,78189,122 mins.,Action|Adventure|Fantasy,Hellboy,122
tt0209163,The Mummy Returns (2001),2001,6.2,78050,130 mins.,Action|Adventure|Fantasy,The Mummy Returns,130
tt0119698,Princess Mononoke (1997),1997,8.4,77859,134 mins.,Animation|Adventure|Fantasy,Princess Mononoke,134
tt0295178,Austin Powers in Goldmember (2002),2002,6.1,77742,94 mins.,Action|Adventure|Comedy|Crime,Austin Powers in Goldmember,94
tt0053291,Some Like It Hot (1959),1959,8.4,77523,120 mins.,Comedy,Some Like It Hot,120
tt1139797,Let the Right One In (2008),2008,8.1,77163,115 mins.,Drama|Fantasy|Romance,Let the Right One In,115
tt0252866,American Pie 2 (2001),2001,6.2,76842,108 mins.,Comedy|Romance,American Pie 2,108
tt0120611,Blade (1998),1998,7.0,76740,120 mins.,Action|Fantasy|Horror,Blade,120
tt0373469,Kiss Kiss Bang Bang (2005),2005,7.8,76698,103 mins.,Action|Comedy|Crime|Mystery|Thriller,Kiss Kiss Bang Bang,103
tt0070735,The Sting (1973),1973,8.4,76154,129 mins.,Comedy|Crime|Drama,The Sting,129
tt0375063,Sideways (2004),2004,7.8,76035,126 mins.,Comedy|Drama|Romance,Sideways,126
tt0416320,Match Point (2005),2005,7.8,75954,124 mins.,Crime|Drama|Romance|Sport|Thriller,Match Point,124
tt0099348,Dances with Wolves (1990),1990,8.0,81522,181 mins.,Adventure|Drama|Western,Dances with Wolves,181
tt0183649,Phone Booth (2002),2002,7.2,81247,81 mins.,Mystery|Thriller,Phone Booth,81
tt0119528,Liar Liar (1997),1997,6.7,80663,86 mins.,Comedy|Fantasy,Liar Liar,86
tt0338526,Van Helsing (2004),2004,5.6,80291,131 mins.,Action|Adventure|Drama|Fantasy|Mystery|Thriller,Van Helsing,131
tt0175142,Scary Movie (2000),2000,6.0,80256,88 mins.,Comedy|Thriller,Scary Movie,88
tt0343660,50 First Dates (2004),2004,6.8,79987,99 mins.,Comedy|Romance,50 First Dates,99
